### Smoothing Techniques Applied to Telugu Bigram Corpus
This file contains smoothed probabilities for each bigram using three techniques:

1. Add-One Smoothing:
   P(w₂ | w₁) = (count(w₁, w₂) + 1) / (count(w₁) + V)
2. Add-K Smoothing (k = 0.3):
   P(w₂ | w₁) = (count(w₁, w₂) + k) / (count(w₁) + k × V)
3. Token Type Smoothing:
   P(w₂ | w₁) = (count(w₁, w₂) + weight(w₂)) / (∑ bigram_counts + ∑ token_type_weights)

Bigram	Count	PrefixCount	AddOne	AddK	TokenType
('పెట్టారన్నారు', '</s>')	1	1	0.000241	0.000521	0.000059
('హైదరాబాద్', '\u200c')	9	23	0.001200	0.003698	0.000311
('\u200c', 'నుంచి')	2	995	0.000323	0.000660	0.000104
('నుంచి', 'జహీరాబాద్')	1	56	0.000239	0.000510	0.000074
('జహీరాబాద్', '\u200c')	1	1	0.000241	0.000521	0.000074
('\u200c', 'వైపు')	1	995	0.000215	0.000373	0.000074
('వైపు', 'వస్తున్న')	1	4	0.000241	0.000521	0.000074
('వస్తున్న', 'లారీని')	1	7	0.000241	0.000520	0.000074
('లారీని', 'ఆపి')	1	1	0.000241	0.000521	0.000074
('ఆపి', 'తనిఖీ')	1	1	0.000241	0.000521	0.000074
('తనిఖీ', 'చేశారన్నారు')	1	4	0.000241	0.000521	0.000074
('చేశారన్నారు', '</s>')	1	1	0.000241	0.000521	0.000059
('<s>', 'పాత')	1	1945	0.000195	0.000293	0.000074
('పాత', 'ఇనుప')	1	5	0.000241	0.000521	0.000074
('ఇనుప', 'స్క్రాప్')	1	1	0.000241	0.000521	0.000074
('స్క్రాప్', '\u200c')	1	1	0.000241	0.000521	0.000074
('\u200c', 'కింద')	1	995	0.000215	0.000373	0.000074
('కింద', 'అడుగు')	1	6	0.000241	0.000520	0.000074
('అడుగు', 'భాగంలో')	1	5	0.000241	0.000521	0.000074
('భాగంలో', 'ప్లాస్టిక్')	1	1	0.000241	0.000521	0.000074
('ప్లాస్టిక్', '\u200c')	1	1	0.000241	0.000521	0.000074
('\u200c', 'సంచుల్లో')	1	995	0.000215	0.000373	0.000074
('సంచుల్లో', '6')	1	1	0.000241	0.000521	0.000074
('6', 'క్వింటాళ్ల')	1	8	0.000241	0.000520	0.000074
('క్వింటాళ్ల', 'ఎండు')	1	2	0.000241	0.000521	0.000074
('ఎండు', 'గంజాయి')	1	1	0.000241	0.000521	0.000074
('గంజాయి', 'ప్యాకెట్ల')	1	1	0.000241	0.000521	0.000074
('ప్యాకెట్ల', 'సంచులు')	1	1	0.000241	0.000521	0.000074
('సంచులు', 'గుర్తించారని')	1	1	0.000241	0.000521	0.000074
('గుర్తించారని', 'ఎస్పీ')	1	1	0.000241	0.000521	0.000074
('ఎస్పీ', 'పేర్కొన్నారు')	1	5	0.000241	0.000521	0.000074
('అలాగే', '-')	1	18	0.000240	0.000518	0.000074
('-', 'ప')	1	48	0.000239	0.000512	0.000074
('\u200c', 'శ్చిమ')	2	995	0.000323	0.000660	0.000104
('శ్చిమ', 'బెంగాల్')	2	2	0.000361	0.000922	0.000104
('బెంగాల్', '\u200c')	2	2	0.000361	0.000922	0.000104
('కూడా', 'బీజేపీ')	1	93	0.000238	0.000503	0.000074
('బీజేపీ', 'గ')	1	12	0.000240	0.000519	0.000074
('\u200c', 'ట్టి')	1	995	0.000215	0.000373	0.000074
('ట్టి', 'పోటీ')	1	1	0.000241	0.000521	0.000074
('పోటీ', 'ఇచ్చింద')	1	10	0.000240	0.000520	0.000074
('ఇచ్చింద', '\u200c')	2	2	0.000361	0.000922	0.000104
('ని', 'వెల్ల')	1	28	0.000240	0.000516	0.000074
('వెల్ల', '\u200c')	2	2	0.000361	0.000922	0.000104
('\u200c', 'డించింది')	1	995	0.000215	0.000373	0.000074
('డించింది', '</s>')	1	1	0.000241	0.000521	0.000059
('<s>', 'మొత్తం')	1	1945	0.000195	0.000293	0.000074
('మొత్తం', '42')	1	8	0.000241	0.000520	0.000074
('42', 'స్థానాల')	1	5	0.000241	0.000521	0.000074
('స్థానాల', '\u200c')	2	2	0.000361	0.000922	0.000104
('కు', 'గాను')	1	60	0.000239	0.000509	0.000074
('గాను', '18')	1	2	0.000241	0.000521	0.000074
('18', 'సీట్ల')	1	5	0.000241	0.000521	0.000074
('సీట్ల', '\u200c')	2	2	0.000361	0.000922	0.000104
('ను', 'బీజేపీ')	1	58	0.000239	0.000510	0.000074
('బీజేపీ', 'కైవ')	1	12	0.000240	0.000519	0.000074
('కైవ', '\u200c')	1	1	0.000241	0.000521	0.000074
('\u200c', 'సం')	1	995	0.000215	0.000373	0.000074
('సం', 'చేసుకుంటుంద')	1	1	0.000241	0.000521	0.000074
('చేసుకుంటుంద', '\u200c')	1	1	0.000241	0.000521	0.000074
('ని', 'అభిప్రాయ')	1	28	0.000240	0.000516	0.000074
('అభిప్రాయ', '\u200c')	1	1	0.000241	0.000521	0.000074
('\u200c', 'ప')	4	995	0.000538	0.001233	0.000163
('\u200c', 'డింది')	1	995	0.000215	0.000373	0.000074
('డింది', '</s>')	1	1	0.000241	0.000521	0.000059
('లో', 'అధికారంలో')	1	113	0.000238	0.000499	0.000074
('అధికారంలో', 'ఉన్న')	2	2	0.000361	0.000922	0.000104
('ఉన్న', 'తృణ')	1	40	0.000240	0.000513	0.000074
('తృణ', '\u200c')	2	2	0.000361	0.000922	0.000104
('\u200c', 'మూల్')	2	995	0.000323	0.000660	0.000104
('మూల్', 'కాంగ్రెస్')	2	2	0.000361	0.000922	0.000104
('<s>', 'అత్య')	1	1945	0.000195	0.000293	0.000074
('అత్య', '\u200c')	1	1	0.000241	0.000521	0.000074
('\u200c', 'ధిక')	1	995	0.000215	0.000373	0.000074
('ధిక', 'లోక్')	1	1	0.000241	0.000521	0.000074
('లోక్', '\u200c')	2	2	0.000361	0.000922	0.000104
('\u200c', 'స')	1	995	0.000215	0.000373	0.000074
('భ', 'స్థానాల')	1	3	0.000241	0.000521	0.000074
('ను', 'గెలుచుకున్న')	1	58	0.000239	0.000510	0.000074
('గెలుచుకున్న', '\u200c')	1	1	0.000241	0.000521	0.000074
('\u200c', 'ప్ప')	1	995	0.000215	0.000373	0.000074
('ప్ప', '\u200c')	1	1	0.000241	0.000521	0.000074
('\u200c', 'టికీ')	1	995	0.000215	0.000373	0.000074
('టికీ', '</s>')	1	1	0.000241	0.000521	0.000059
('2014', 'నాటి')	1	5	0.000241	0.000521	0.000074
('నాటి', 'ఎన్నిక')	1	4	0.000241	0.000521	0.000074
('తో', 'పోల్చుకుంటే')	1	34	0.000240	0.000515	0.000074
('పోల్చుకుంటే', 'భారీగా')	1	1	0.000241	0.000521	0.000074
('భారీగా', 'సీట్ల')	1	8	0.000241	0.000520	0.000074
('ను', 'బీజేపీకి')	1	58	0.000239	0.000510	0.000074
('బీజేపీకి', 'కోల్పోతుంద')	1	4	0.000241	0.000521	0.000074
('కోల్పోతుంద', '\u200c')	1	1	0.000241	0.000521	0.000074
('ని', 'అంచ')	1	28	0.000240	0.000516	0.000074
('అంచ', '\u200c')	1	1	0.000241	0.000521	0.000074
('\u200c', 'నా')	1	995	0.000215	0.000373	0.000074
('నా', 'వేసింది')	1	18	0.000240	0.000518	0.000074
('<s>', 'తృణ')	1	1945	0.000195	0.000293	0.000074
('కాంగ్రెస్', '23')	1	14	0.000240	0.000519	0.000074
('23', 'స్థానాల్లో')	1	3	0.000241	0.000521	0.000074
('స్థానాల్లో', 'విజ')	1	4	0.000241	0.000521	0.000074
('విజ', '\u200c')	3	3	0.000481	0.001323	0.000133
('యం', 'సాధిస్తుంద')	1	5	0.000241	0.000521	0.000074
('సాధిస్తుంద', '\u200c')	1	1	0.000241	0.000521	0.000074
('ని', 'పేర్కొంది')	1	28	0.000240	0.000516	0.000074
('<s>', '7')	2	1945	0.000293	0.000518	0.000104
('7', '</s>')	1	8	0.000241	0.000520	0.000059
('<s>', 'మొజాంబిక్')	1	1945	0.000195	0.000293	0.000074
('మొజాంబిక్', '\u200c')	1	1	0.000241	0.000521	0.000074
('లో', 'వరదలు')	1	113	0.000238	0.000499	0.000074
('వరదలు', '</s>')	1	1	0.000241	0.000521	0.000059
('2014', 'యొక్క')	1	5	0.000241	0.000521	0.000074
('యొక్క', 'వసంత')	1	24	0.000240	0.000517	0.000074
('వసంత', 'ఋతువులో')	1	1	0.000241	0.000521	0.000074
('ఋతువులో', ',')	1	1	0.000241	0.000521	0.000074
(',', 'తీవ్రవాద')	1	549	0.000226	0.000427	0.000074
('తీవ్రవాద', 'సంఘాలు')	1	1	0.000241	0.000521	0.000074
('సంఘాలు', 'ఏ')	1	1	0.000241	0.000521	0.000074
('ఏ', 'రాజీ')	1	13	0.000240	0.000519	0.000074
('రాజీ', 'వచ్చి')	1	1	0.000241	0.000521	0.000074
('వచ్చి', 'ప్రయత్నిస్తున్నారు')	1	6	0.000241	0.000520	0.000074
('ప్రయత్నిస్తున్నారు', '</s>')	1	1	0.000241	0.000521	0.000059
(',', 'తిరుగుబాటు')	1	549	0.000226	0.000427	0.000074
('తిరుగుబాటు', 'నాయకుడు')	1	1	0.000241	0.000521	0.000074
('నాయకుడు', 'బహిరంగంగా')	1	3	0.000241	0.000521	0.000074
('బహిరంగంగా', 'అతను')	1	3	0.000241	0.000521	0.000074
('అతను', 'సుదీర్ఘ')	1	5	0.000241	0.000521	0.000074
('సుదీర్ఘ', 'తిరుగుబాటుదారులు')	1	4	0.000241	0.000521	0.000074
('తిరుగుబాటుదారులు', 'నియంత్రణను')	1	1	0.000241	0.000521	0.000074
('నియంత్రణను', 'కోల్పోయింది')	1	1	0.000241	0.000521	0.000074
('కోల్పోయింది', 'ఒప్పుకున్నాడు')	1	1	0.000241	0.000521	0.000074
('ఒప్పుకున్నాడు', '</s>')	1	1	0.000241	0.000521	0.000059
('<s>', 'అదనంగా')	1	1945	0.000195	0.000293	0.000074
('అదనంగా', ',')	1	2	0.000241	0.000521	0.000074
(',', 'శాంతి')	1	549	0.000226	0.000427	0.000074
('శాంతి', 'చర్చలు')	1	1	0.000241	0.000521	0.000074
('చర్చలు', 'S')	1	1	0.000241	0.000521	0.000074
('S', 'u')	2	4	0.000361	0.000921	0.000104
('u', 'd')	1	6	0.000241	0.000520	0.000074
('d', 'a')	2	7	0.000361	0.000920	0.000104
('a', 'n')	3	18	0.000480	0.001315	0.000133
('n', 'e')	2	9	0.000361	0.000920	0.000104
('e', 's')	3	14	0.000481	0.001317	0.000133
('s', 'e')	1	13	0.000240	0.000519	0.000074
('e', 'అధ్యక్షుడు')	1	14	0.000240	0.000519	0.000074
('అధ్యక్షుడు', 'వైపు')	1	5	0.000241	0.000521	0.000074
('వైపు', 'నటన')	1	2	0.000241	0.000521	0.000074
('నటన', 'U')	1	1	0.000241	0.000521	0.000074
('U', 'g')	1	1	0.000241	0.000521	0.000074
('g', 'a')	1	4	0.000241	0.000521	0.000074
('n', 'd')	2	9	0.000361	0.000920	0.000104
('n', 'దళాలు')	1	9	0.000241	0.000520	0.000074
('దళాలు', 'నిరోధించింది')	1	1	0.000241	0.000521	0.000074
('నిరోధించింది', '</s>')	1	1	0.000241	0.000521	0.000059
('<s>', 'అపోలో')	1	1945	0.000195	0.000293	0.000074
('అపోలో', 'హాస్పిటల్స్')	1	3	0.000241	0.000521	0.000074
('హాస్పిటల్స్', '\u200c')	1	1	0.000241	0.000521	0.000074
('\u200c', 'సంయుక్త')	1	995	0.000215	0.000373	0.000074
('సంయుక్త', 'ఎండీ')	1	1	0.000241	0.000521	0.000074
('ఎండీ', 'సంగీతా')	1	1	0.000241	0.000521	0.000074
('సంగీతా', 'రెడ్డి')	1	1	0.000241	0.000521	0.000074
('రెడ్డి', '</s>')	2	24	0.000360	0.000914	0.000089
('ఓ', 'వైపు')	1	37	0.000240	0.000514	0.000074
('వైపు', 'సర్వేలన్ని')	1	4	0.000241	0.000521	0.000074
('సర్వేలన్ని', 'జగన్')	1	1	0.000241	0.000521	0.000074
('జగన్', 'గెలుపు')	1	24	0.000240	0.000517	0.000074
('గెలుపు', 'ఖాయమని')	1	1	0.000241	0.000521	0.000074
('ఖాయమని', 'జోస్యం')	1	4	0.000241	0.000521	0.000074
('జోస్యం', 'చెబుతున్నాయి')	1	1	0.000241	0.000521	0.000074
('అత్యధిక', 'ఎమ్మెల్యే')	1	3	0.000241	0.000521	0.000074
('ఎమ్మెల్యే', ',')	1	5	0.000241	0.000521	0.000074
(',', 'ఎంపీ')	1	549	0.000226	0.000427	0.000074
('ఎంపీ', 'స్ధానాలను')	1	1	0.000241	0.000521	0.000074
('స్ధానాలను', 'గెలుచుకుని')	1	1	0.000241	0.000521	0.000074
('గెలుచుకుని', 'జగన్')	1	1	0.000241	0.000521	0.000074
('జగన్', 'అధికారంలోకి')	1	24	0.000240	0.000517	0.000074
('అధికారంలోకి', 'రావడం')	1	4	0.000241	0.000521	0.000074
('రావడం', 'ఖాయమని')	1	7	0.000241	0.000520	0.000074
('ఖాయమని', 'వెల్లడిస్తుండటంతో')	1	4	0.000241	0.000521	0.000074
('వెల్లడిస్తుండటంతో', 'ఏపీలో')	1	1	0.000241	0.000521	0.000074
('ఏపీలో', 'బెట్టింగ్')	1	2	0.000241	0.000521	0.000074
('బెట్టింగ్', 'జోరందుకుంది')	1	2	0.000241	0.000521	0.000074
('జోరందుకుంది', '</s>')	1	1	0.000241	0.000521	0.000059
('అయితే', 'విచిత్రం')	1	47	0.000239	0.000512	0.000074
('విచిత్రం', 'ఏంటంటే')	1	1	0.000241	0.000521	0.000074
('ఏంటంటే', 'బెట్టింగ్')	1	2	0.000241	0.000521	0.000074
('బెట్టింగ్', 'నిర్వాహకులు')	1	2	0.000241	0.000521	0.000074
('నిర్వాహకులు', 'చంద్రబాబును')	1	2	0.000241	0.000521	0.000074
('చంద్రబాబును', 'ఫెవరేట్')	1	5	0.000241	0.000521	0.000074
('ఫెవరేట్', '\u200c')	2	2	0.000361	0.000922	0.000104
('గా', 'జగన్')	1	32	0.000240	0.000515	0.000074
('ను', 'అన్')	1	58	0.000239	0.000510	0.000074
('అన్', '\u200c')	1	1	0.000241	0.000521	0.000074
('\u200c', 'ఫెవరేట్')	1	995	0.000215	0.000373	0.000074
('\u200c', 'చేస్తూ')	1	995	0.000215	0.000373	0.000074
('చేస్తూ', 'టెంప్ట్')	1	9	0.000241	0.000520	0.000074
('టెంప్ట్', 'చేస్తున్నారు')	1	1	0.000241	0.000521	0.000074
('<s>', 'హిందువా')	1	1945	0.000195	0.000293	0.000074
('హిందువా', '</s>')	1	1	0.000241	0.000521	0.000059
('<s>', 'ముస్లిమా')	1	1945	0.000195	0.000293	0.000074
('ముస్లిమా', 'అని')	1	1	0.000241	0.000521	0.000074
('అని', 'చూడం')	1	43	0.000240	0.000513	0.000074
('చూడం', ':')	1	1	0.000241	0.000521	0.000074
(':', 'అలహాబాద్')	1	50	0.000239	0.000511	0.000074
('అలహాబాద్', 'హైకోర్టు')	1	1	0.000241	0.000521	0.000074
('హైకోర్టు', '</s>')	1	1	0.000241	0.000521	0.000059
('<s>', 'దీనిపై')	5	1945	0.000585	0.001194	0.000192
('దీనిపై', 'విపక్షనేత')	1	7	0.000241	0.000520	0.000074
('విపక్షనేత', 'యనమల')	1	1	0.000241	0.000521	0.000074
('యనమల', 'రామకృష్ణుడు')	1	1	0.000241	0.000521	0.000074
('రామకృష్ణుడు', 'జగన్')	1	1	0.000241	0.000521	0.000074
('పై', 'పలు')	1	25	0.000240	0.000516	0.000074
('పలు', 'వ్యాఖ్యలు')	1	11	0.000240	0.000519	0.000074
('వ్యాఖ్యలు', 'చేశారు')	2	7	0.000361	0.000920	0.000104
('<s>', 'దండుగా')	1	1945	0.000195	0.000293	0.000074
('దండుగా', 'మారిన')	1	1	0.000241	0.000521	0.000074
('మారిన', 'వ్యవస్థగా')	1	4	0.000241	0.000521	0.000074
('వ్యవస్థగా', 'సలహాదారులను')	1	1	0.000241	0.000521	0.000074
('సలహాదారులను', 'పదుల')	1	1	0.000241	0.000521	0.000074
('పదుల', 'సంఖ్యలో')	1	1	0.000241	0.000521	0.000074
('సంఖ్యలో', 'నియమించుకుపోతున్నారని')	1	1	0.000241	0.000521	0.000074
('నియమించుకుపోతున్నారని', 'అన్నారు')	1	1	0.000241	0.000521	0.000074
('<s>', 'ప్రభుత్వ')	2	1945	0.000293	0.000518	0.000104
('ప్రభుత్వ', 'ఖజానాకు')	1	17	0.000240	0.000518	0.000074
('ఖజానాకు', 'భారం')	1	3	0.000241	0.000521	0.000074
('భారం', 'కావడం')	1	1	0.000241	0.000521	0.000074
('కావడం', 'తప్ప')	1	4	0.000241	0.000521	0.000074
('తప్ప', 'ప్రభుత్వానికి')	1	3	0.000241	0.000521	0.000074
('ప్రభుత్వానికి', 'ఒరిగిందేమి')	1	3	0.000241	0.000521	0.000074
('ఒరిగిందేమి', 'లేదని')	1	1	0.000241	0.000521	0.000074
